,reviewTime,overall,reviewText,asin
1451,"11 19, 2016",5.0,exactly what I wanted,B00CXZPG0O
1452,"10 18, 2016",5.0,This was a gift and came just as described.,B00CXZPG0O
1453,"09 22, 2016",5.0,Good,B00CXZPG0O
1454,"09 10, 2016",5.0,Good gift,B00CXZPG0O
1455,"04 24, 2016",5.0,,B00CXZPG0O
1456,"03 31, 2016",5.0,good,B00CXZPG0O
1457,"02 18, 2016",5.0,Always a great present.,B00CXZPG0O
1458,"02 13, 2016",5.0,Good place to eat,B00CXZPG0O
1459,"02 3, 2016",5.0,gifts,B00CXZPG0O
1460,"01 22, 2016",5.0,Great food here,B00CXZPG0O
1461,"01 20, 2016",5.0,Delivered as expected!,B00CXZPG0O
1462,"01 4, 2016",5.0,Its a gift card.,B00CXZPG0O
1463,"12 20, 2015",5.0,Who wouldn't love a gift card to Texas Roadhouse.,B00CXZPG0O
1464,"12 5, 2015",5.0,Arrived a day late even though Amazon Prime stated 2 day.......not happy. It's a gift card....what else is there to say?,B00CXZPG0O
1465,"09 2, 2015",5.0,Great stocking stuffer,B00CXZPG0O
1466,"05 21, 2015",5.0,Love it!!!! Thanks!!!!,B00CXZPG0O
1467,"03 10, 2015",5.0,fast delivery and card worked,B00CXZPG0O
1468,"02 27, 2015",5.0,Thank you!!,B00CXZPG0O
1469,"01 6, 2015",5.0,This gift card was a gift and it was enjoyed immensely.,B00CXZPG0O
1470,"01 3, 2015",5.0,Great food. Favorite restaurant !,B00CXZPG0O
1471,"12 17, 2014",5.0,"It's a gift card. Do I really need to say more?

Go get yourself some steak and stop reading this...",B00CXZPG0O
1472,"10 4, 2014",5.0,The food there was really good. Buy gift cards on Amazon can save money with 5 percent cash back bonus.,B00CXZPG0O
1473,"06 11, 2014",5.0,This was a Gift and a Great place to eat for my Sis and Husband I am sure they will enjoy the steaks,B00CXZPG0O
1474,"03 27, 2014",5.0,one of my faves,B00CXZPG0O
1475,"03 17, 2014",5.0,The absolutely best part of going to Texas Roadhouse is the Cinnamon Butter on the rolls!  I could leave after that and it would be a good outing.,B00CXZPG0O
1476,"12 31, 2013",5.0,I loved that I could have the option to get this from amazon and send it to my family that's really enjoys Texas Roadhouse. Made a perfect gift for everyone!,B00CXZPG0O
1477,"12 21, 2013",5.0,This was a Christmas gift for my sister & brother-in-law.  One of the few things that they like.  Shipping was prompt!,B00CXZPG0O
1478,"02 4, 2018",5.0,Always send these to my nephew who lives in a group home.  He loves to treat his housemates to pizza.,B00DNAGTIQ
1479,"12 7, 2017",5.0,worked great,B00DNAGTIQ
1480,"09 21, 2017",5.0,Great,B00DNAGTIQ
1481,"07 21, 2017",5.0,Christmas Gift,B00DNAGTIQ
1482,"06 29, 2017",5.0,"Great gift for a HUNGRY friend. My friend LOVED my
""thoughtfulness""... I sent another one.

Thoughtful GIF idea: a GIFTCARD! Who'd've thunk it?",B00DNAGTIQ
1483,"12 14, 2016",5.0,Card works just fine,B00DNAGTIQ
1484,"12 14, 2016",5.0,Best pizza,B00DNAGTIQ
1485,"11 19, 2016",5.0,exactly what I wanted,B00DNAGTIQ
1486,"11 5, 2016",5.0,My girlfriend enjoyed it.,B00DNAGTIQ
1487,"08 30, 2016",5.0,I am very pleased with each order of gift cards I receive. I have even encouraged others to start collecting them as a gift for others. The turnaround is very fast too,B00DNAGTIQ
1488,"04 19, 2016",5.0,Love it.,B00DNAGTIQ
1489,"04 19, 2016",4.0,Satisfied.,B00DNAGTIQ
1490,"04 13, 2016",5.0,Money for pizza,B00DNAGTIQ
1491,"03 25, 2016",5.0,Great deal,B00DNAGTIQ
1492,"02 13, 2016",5.0,Dominoes is the best,B00DNAGTIQ
1493,"01 6, 2016",5.0,GREAT,B00DNAGTIQ
1494,"12 24, 2015",5.0,"My son and daughter-in-law work full time in a small midwestern town.  There aren't many restaurants in town, but there's a Domino Pizza.  So, when they don't want to cook, or have students over - my son is a professor - they can serve up some classic Domino Pizza.  Figured this would give them an excuse to not cook and have a break.  I called the Domino's in their town as recommended to ensure they take gift cards and they do!  My daughter-in-law likes this pizza, so figured these gift cards would make her happy!",B00DNAGTIQ
1495,"11 14, 2015",5.0,Love it!,B00DNAGTIQ
1496,"09 18, 2015",4.0,Good...but the balance too low!,B00DNAGTIQ
1497,"09 13, 2015",5.0,late night cravings,B00DNAGTIQ
1498,"06 13, 2015",5.0,Got on deal of the day for $17,B00DNAGTIQ
1499,"01 27, 2015",4.0,"Domnio's is always good for a basic pizza, everyone will eat it and the prices are very reasonable. This pizza won't blow you away but it's definitely not bad either. Overall this gift card would make a great gift for anyone since their are  a ton of locations everywhere and it is very affordable.",B00DNAGTIQ
1500,"01 22, 2015",5.0,Made the perfect gift!,B00DNAGTIQ
1501,"12 6, 2014",5.0,Nice to have for any gift that might come up like birthdays for grandchildren as a extra.,B00DNAGTIQ
1502,"02 10, 2014",5.0,"Excellent pizza.  It is also a favorite of the person
who received it. Getting this via mail service was
a big help as I wasn't able to go out and shop.",B00DNAGTIQ
1503,"02 4, 2014",5.0,This gift card was timely received in good condition & was properly credited with the amount indicated. I was happy with this purchase.,B00DNAGTIQ
1504,"08 27, 2017",5.0,great gifts,B00EEHV8DI
1505,"07 27, 2017",5.0,as promised.,B00EEHV8DI
1506,"11 28, 2016",5.0,thanks,B00EEHV8DI
1507,"04 27, 2016",5.0,:) great gift,B00EEHV8DI
1508,"03 19, 2016",5.0,Yes,B00EEHV8DI
1509,"03 10, 2016",5.0,They are gift cards.,B00EEHV8DI
1510,"12 27, 2015",5.0,Perfect gift for coworkers...especially with so many great movies out around the holiday season.,B00EEHV8DI
1511,"11 18, 2014",5.0,Theres are really great to have on hand when u have nothing to do on a weekend.,B00EEHV8DI
1512,"05 18, 2014",5.0,"My youngest son, 39 years old, loves the movies and goes every week.  He should review movies, all his friends contact him, to see if the movies was worth going to.  He was in Houston, which has AMC Theaters, so I bought them for him.  He lives in Richmond , Virginia which does not have AMC.  He goes to DC to use the cards also.",B00EEHV8DI
1513,"01 18, 2014",5.0,"Gave sets of 60.00 to nieces and nephews who have children - good family outing.  Got a call from Washington, D. C. area last night telling me how much they like it.",B00EEHV8DI
1514,"12 30, 2013",4.0,I like that you can get a 3 pack. It will be for gifts so I can split them up. Very convenient for me.,B00EEHV8DI
1515,"06 13, 2018",5.0,Arrived quick easy to use,B00ELQD11E
1516,"02 18, 2018",4.0,good.,B00ELQD11E
1517,"12 14, 2017",5.0,Can you use Whole Food gift gard on Amazon purchaes?,B00ELQD11E
1518,"12 10, 2017",5.0,great,B00ELQD11E
1519,"09 28, 2017",5.0,"Excellent $25 gift card for Whole Foods. I was able to purchase a gallon of milk and a box of cereal and STILL managed to have a few cents left over on the card for next time!

Great value!",B00ELQD11E
1520,"09 14, 2017",5.0,Easy to use,B00ELQD11E
1521,"02 13, 2016",5.0,It would be nice you could get bonuses for buying gift cards from retailers,B00ELQD5K6
1522,"09 23, 2015",5.0,Love Cap D's,B00ELQD5K6
1523,"03 29, 2017",5.0,Perfect for me! right near me and love their products,B00ELQD11E
1524,"02 24, 2017",5.0,"Amazon made it easy for me to solve the the late Christmas present issue; Knowing which restaurants & stores the prospective recipients favoured, I sent 2-3 gift card per person.
What I like best about amazon is that no fees were charged for electronic delivery.
(Compare to buying a gift certificate from a Mall or some outlets who charge up to 5%).",B00ELQD11E
1525,"02 8, 2017",5.0,"Yes, I'm leaving a review for a gift card because I had no idea what to expect and it took an embarrassingly long time to realize there is an actual gift card in the contraption.

You see the image which resembles a wide paper bag? You have to rip that piece of firm cardboard apart to reveal a gift card inside. There is no perforation anywhere, nor can you feel the gift card through the cardboard ""envelope."" The back has a barcode and such, so I thought maybe that was what needs to be scanned at checkout, but no. Again, there's a card inside.

Attached is a picture with a ruler and the gift card next to the cardboard.

The card worked as expected at Whole Foods. Thank goodness I figured out there was a gift card inside because I would've looked really dumb, forcing the cashier to scan the package's barcode, instead of the gift card.",B00ELQD11E
1526,"01 4, 2017",5.0,What can someone say about a gift card... Can use anytime...,B00ELQD11E
1527,"12 24, 2016",4.0,Just for my parents benefits,B00ELQD11E
1528,"08 21, 2016",1.0,"Nightmare. Avoid at all costs, Amazon and Wholefoods do not sell good gift cards online. Major hassle lots of embarrassing situations.",B00ELQD11E
1529,"05 16, 2016",5.0,"Love, love, love these!! Great gifts!!!",B00ELQD11E
1530,"05 12, 2016",4.0,Great,B00ELQD11E
1531,"02 3, 2016",5.0,Glad to find Wholefood gift card on Amazon. +++,B00ELQD11E
1532,"12 11, 2015",5.0,"Love these come in handy when I need to run into a store, and pick up some lunch or dinner at their food bars. The prices may be a bit high but so worth it! especially if you single like good organics. Great gift idea for those who are picky to shop for love gift cards so easy. So far I have had no problems with the first two I had purchased earlier this year the balance was as it said, and the cashier just scanned it without any problems :)",B00ELQD11E
1533,"06 12, 2016",5.0,"I, purchased this for my teenage granddaughter named Claire.. who loves to shop..She loves surprise s. I try to keep gift cards on hand just because they are special!!!",B00ELQD0DS
1534,"12 19, 2015",5.0,Saved a trip to the mall. What's not to love?,B00ELQD0DS
1535,"06 4, 2015",5.0,"I got this on deal of the day for $16! I was happy.

My daughter loves Claire's and they have such great deals, this will be a fun birthday present!",B00ELQD0DS
1536,"12 23, 2014",5.0,CHRISTMAS GIFT,B00ELQD0DS
1537,"01 8, 2018",5.0,great,B00ET5WBU4
1538,"07 22, 2017",5.0,Like them haven't use them yet,B00ET5WBU4
1539,"03 3, 2017",5.0,Holiday Gift,B00ET5WBU4
1540,"01 4, 2017",5.0,This was a great gift to give!,B00ET5WBU4
1541,"06 6, 2016",5.0,great price used them all right away. wish i could buy more,B00ET5WBU4
1542,"02 9, 2016",5.0,gift,B00ET5WBU4
1543,"10 20, 2014",5.0,good card,B00ET5WASC
1544,"08 26, 2017",5.0,These cards are always the best,B00ET5WASC
1545,"07 19, 2017",5.0,"I have them
Like to buy cards before I travel",B00ET5WASC
1546,"03 26, 2017",5.0,Love Applebee's!,B00ET5WASC
1547,"09 2, 2015",5.0,Perfect raffle prizes,B00ET5WASC
1548,"01 18, 2014",5.0,"This is a good value.  We frequently pick one up for lunch or dinner.  My husband got it and has already ""spent it.""  Next year, I will get several of these.",B00F2RZMEA
1549,"03 27, 2018",5.0,"It's absolutely amazing. I bought this gift card for a $25 value and when it arrived, it had $25 credit value on it!! Can you believe it!! Nice to see a product that works these days!! And yes, I a being sarcastic!! Do we really need to rate a gift card?",B00F2RZMEA
1550,"02 15, 2018",5.0,Great,B00F2RZMEA
1551,"02 7, 2018",5.0,worked well,B00F2RZMEA
1552,"01 19, 2018",5.0,works!,B00F2RZMEA
1553,"12 14, 2017",2.0,I am giving this as a graduation gift with other gift cards. This card came all beat up and barely attached to the holder. It does not look new. Very upset. It looks horrible. Someone used this and I have no other option but to give it as graduation is this weekend.,B00F2RZMEA
1554,"09 4, 2017",5.0,These are great for TIMES OF NEED donations!,B00F2RZMEA
1555,"07 29, 2017",5.0,Great card and great price!!!,B00F2RZMEA
1556,"04 23, 2017",5.0,yum,B00F2RZMEA
1557,"03 17, 2017",5.0,Great!,B00F2RZMEA
1558,"03 4, 2017",5.0,good,B00F2RZMEA
1559,"02 7, 2017",5.0,Gift Card Worked.,B00F2RZMEA
1560,"01 22, 2017",5.0,Burger's Burger's Burger's!!!!!!!!!!,B00F2RZMEA
1561,"01 15, 2017",5.0,Pleased with purchases of card,B00F2RZMEA
1562,"01 4, 2017",5.0,"Item as described, arrived on time.",B00F2RZMEA
1563,"01 2, 2017",5.0,Kids love them,B00F2RZMEA
1564,"12 30, 2016",5.0,great,B00F2RZMEA
1565,"11 24, 2016",5.0,more fooood,B00F2RZMEA
1566,"11 20, 2016",5.0,"It's day 78 on the road since we left. Our full story @ earthen_religion on Instagram & YouTube.
I am not into panhandling or begging since we ( Two Border Collies) set out to move. But when the weather turned cold & food started to run short. The choice was fuel to keep moving or food. Then while at a library. I remembered I have an Amazon Store Card..... Lor got a jacket to stay warm in that matches Holigraph's jacket. Some Purina moist dog for them both. Jack links to share with them, along with Cheezit's. But to look far enough into Amazon & find the section of Gift cards..... OMG!
Got the Domino's Pizza E-Gift card. It came 27 1/2mins after purchase. Then had the Taco Bell & Burger King gift cards sent to my Address on the road. When online at both to check balances after they showed up 24hrs later.
This even after the payments I'll end up making is far better than freezing or being hungry.",B00F2RZMEA
1567,"11 5, 2016",5.0,My girlfriend enjoyed it.,B00F2RZMEA
1568,"10 18, 2016",5.0,This worked just as it should. Would order again.,B00F2RZMEA
1569,"08 25, 2016",5.0,Item as described and very useful for last minute meal,B00F2RZMEA
1570,"08 16, 2016",5.0,"Easy to use, no need to carry cash, swipe and go, what else can be said really.",B00F2RZMEA
1571,"08 14, 2016",5.0,The card arrived as described and helped out on a quick meal on an unexpected trip.,B00F2RZMEA
1572,"08 4, 2016",5.0,"CARD BETTER HAVE FUNDS ON IT ive ready too many reviews fore this and other to know that s*** sometimes happens, that it, people get cards and they have no funds on them... so we'll see... if no editing, then funds were there",B00F2RZMEA
1573,"06 25, 2016",5.0,Great product!!!,B00F2RZMEA
1574,"06 15, 2016",5.0,"We will use it for our road trip, and they have coupons in the paper!",B00F2RZMEA
1575,"05 18, 2016",5.0,Always a Great gift for all,B00F2RZMEA
1576,"05 2, 2016",5.0,Great purchase. The Gift card worked very good.,B00F2RZMEA
1577,"03 31, 2016",5.0,good,B00F2RZMEA
1578,"02 13, 2016",5.0,If you like burgers this place is the place to go,B00F2RZMEA
1579,"02 8, 2016",5.0,Gift,B00F2RZMEA
1580,"02 3, 2016",5.0,gifts,B00F2RZMEA
1581,"01 15, 2016",5.0,Worked as it was supposed to,B00F2RZMEA
1582,"01 6, 2016",5.0,LOVE IT,B00F2RZMEA
1583,"11 21, 2015",5.0,Love burger king,B00F2RZMEA
1584,"10 26, 2015",5.0,bought for christmas gift,B00F2RZMEA
1585,"09 13, 2015",5.0,"yum, yum",B00F2RZMEA
1586,"08 4, 2015",5.0,Worked as it should,B00F2RZMEA
1587,"06 26, 2015",5.0,Good...!!!,B00F2RZMEA
1588,"03 27, 2015",5.0,Just what I wanted,B00F2RZMEA
1589,"03 20, 2015",5.0,"I love Burger King. Who wouldn't want this as a gift?!? There are so many different options on the menu from coffee to dessert to your meals, anyone would like getting this as a gift!",B00F2RZMEA
1590,"03 10, 2015",5.0,fast delivery and card worked,B00F2RZMEA
1591,"02 11, 2015",5.0,"Grandkids like these as a gift from grandma like on Halloween, Birthday, Christmas etc. Makes me feel good inside too.when they are happy.",B00F2RZMEA
1592,"07 16, 2014",5.0,I used them on our vacation.,B00F2RZMEA
1593,"04 15, 2014",4.0,This card was very convenient when we didn't want to carry cash with us. My husband used the leftover for lunches.,B00F2RZMEA
1594,"03 27, 2014",5.0,one of my faves,B00F2RZMEA
1595,"02 5, 2014",3.0,"Fun gift card. The kids loved this for the holidays and so did my husband. A little treat for them from our usual very healthy home diet, yet doesn't tempt me!  Perfect gift for everyone.",B00F2RZMEA
1596,"02 4, 2014",5.0,This gift card was timely received in good condition & was properly credited with the amount indicated. I was happy with this purchase,B00F2RZMEA
1597,"08 30, 2017",5.0,great product from a great seller!!!!,B00FRL7G7M
1598,"06 12, 2017",4.0,Great dining for parents,B00FRL7G7M
1599,"06 10, 2017",5.0,"I love getting these as gifts, so far everyone I've given them to likes them. Thanks for having them available!!!",B00FRL7G7M
1600,"01 4, 2017",5.0,"Item as described, arrived on time.",B00FRL7G7M
1601,"12 12, 2016",5.0,loved it,B00FRL7G7M
1602,"08 27, 2016",5.0,Discounted and we love O'Charleys!,B00FRL7G7M
1603,"08 25, 2016",5.0,Good gift card. Good food!,B00FRL7G7M
1604,"11 9, 2017",5.0,Great gift,B00FTGESM6
1605,"08 5, 2017",5.0,Granddaughters loved it!!!,B00FTGESM6
1606,"02 10, 2017",5.0,Love this place,B00FTGESM6
1607,"03 10, 2016",5.0,They are gift cards. What can you say?,B00FTGESM6
1608,"03 2, 2016",5.0,"Hmm not sure how to comment for gift cards, except to say that I love being able to order online, it ships securely and easy to me, and I don't have to wait in line at a store.",B00FTGESM6
1609,"02 22, 2016",5.0,Very happy with purchase!,B00FTGESM6
1610,"02 9, 2016",5.0,gift,B00FTGESM6
1611,"10 26, 2015",5.0,gifts for christmas,B00FTGESM6
1612,"12 30, 2013",4.0,I like the fact that they come in a multi pack. I will split them up for gifts and keep 1 for myself. It will give me the incentive to stop at the nearby Cold Stone since I always forget and I crave it often.,B00FTGESM6
1613,"12 30, 2013",5.0,ok,B00FTGESM6
1614,"08 17, 2017",5.0,Used all on my vacation,B00FTGF3P2
1615,"03 3, 2017",5.0,Holiday gifts,B00FTGF3P2
1616,"12 12, 2016",5.0,loved it,B00FTGF3P2
1617,"12 7, 2016",5.0,loved it,B00FTGF3P2
1618,"12 1, 2016",5.0,friends will love them,B00FTGF3P2
1619,"10 25, 2016",5.0,Who does not love IHOP?,B00FTGF3P2
1620,"10 13, 2016",5.0,The perfect card for a family.  With limited choices of restraints in there area. Plus they enjoy eating at IHOP Thanks for offering on Amazon it was delivered in less then 24 hoursi,B00FTGF3P2
1621,"08 30, 2016",5.0,These were a hit when my grands went back to school..I gave each one a gift card for the first day great turnaround,B00FTGF3P2
1622,"07 31, 2016",5.0,I get these cards so I can treat my husband to breakfast,B00FTGF3P2
1623,"05 26, 2016",5.0,Gave to someone for a birthday gift. they loved it. Happy with my purchase,B00FTGF3P2
1624,"05 7, 2016",5.0,I will take a $30 gift card for $25 any day!!! Basically $5 for free. Love it.,B00FTGF3P2
1625,"04 18, 2016",5.0,Great gift,B00FTGF3P2
1626,"03 30, 2016",5.0,nice,B00FTGF3P2
1627,"03 2, 2016",5.0,"Hmm not sure how to comment for gift cards, except to say that I love being able to order online, it ships securely and easy to me, and I don't have to wait in line at a store.",B00FTGF3P2
1628,"12 27, 2015",5.0,This was a Christmas gift hit!,B00FTGF3P2
1629,"06 23, 2015",5.0,good gift. they loved.,B00FTGF3P2
1630,"02 19, 2015",5.0,"Love iHop and loved the convenience of getting these.  Had a birthday come up with a lot of family sharing a day, and getting this meant I could give them each a present without doing a lot of legwork.  Very convenient, works like a charm.",B00FTGF3P2
1631,"05 8, 2018",4.0,Gave as a gift,B00FTGTIOE
1632,"04 9, 2018",5.0,Very convenient,B00FTGTIOE
1633,"04 7, 2018",5.0,This was a gift.,B00FTGTIOE
1634,"03 18, 2018",5.0,they are gift cards,B00FTGSKL6
1635,"01 15, 2018",5.0,Christmas Gift,B00FTGTIOE
1636,"12 14, 2017",5.0,"My son loves movies, this pack was a great deal for him.",B00FTGSKL6
1637,"09 29, 2017",5.0,perfect for christmas,B00FTGSKL6
1638,"07 27, 2017",5.0,as promised.,B00FTGSKL6
1639,"06 26, 2017",5.0,These cards make great gifts for the kids .,B00FTGSKL6
1640,"02 13, 2017",5.0,Great Christmas gift,B00FTGSKL6
1641,"01 24, 2017",5.0,WONDERFUL IDEA FOR CHRISTMAS.  THANK YOU!,B00FTGSKL6
1642,"01 16, 2017",5.0,Makes nice present,B00FTGSKL6
1643,"12 24, 2017",5.0,Used these as stocking stuffers,B00FTGTIOE
1644,"12 14, 2017",5.0,Does what a gift card should :),B00FTGTIOE
1645,"07 27, 2016",5.0,"I bought this item for a Christmas present last year and my brother who I got it for said it worked just fine, I would recommend this seller if you need to get a regal gift card",B00FTGSKL6
1646,"11 13, 2017",5.0,yummy,B00FTGTIOE
1647,"01 6, 2016",5.0,TY,B00FTGSKL6
1648,"01 4, 2016",5.0,Its a gift card.,B00FTGSKL6
1649,"05 21, 2015",5.0,Love it!!!! Thanks!!!!,B00FTGSKL6
1650,"08 16, 2017",5.0,great gifts,B00FTGTIOE
1651,"08 9, 2017",5.0,"Gift cards are just that, a gift as in this case that makes a treat available when the recipiet need one.",B00FTGTIOE
1652,"07 26, 2017",5.0,"I have lots of friends who drink coffee, these are a perfect gift for them!",B00FTGTIOE
1653,"07 24, 2014",5.0,these cards where so good. Whis i would of throught of this sooner. Thank amazon. I Love amazon. I COME HERE FOR EVERYTHING,B00FTGSKL6
1654,"03 3, 2017",5.0,Holiday Gift,B00FTGTIOE
1655,"01 26, 2017",5.0,GREAT FOR CHRISTMAS!,B00FTGTIOE
1656,"01 16, 2017",5.0,Not a Starbucks fan but this made for a nice little extra gift for Christmas for the nieces who love it.,B00FTGTIOE
1657,"12 30, 2016",5.0,thanks,B00FTGTIOE
1658,"12 27, 2016",5.0,"Perfect, thank you!",B00FTGTIOE
1659,"12 26, 2016",5.0,Caffeine my #1 bestie,B00FTGTIOE
1660,"12 20, 2016",5.0,Perefect for stocking stuffers,B00FTGTIOE
1661,"12 1, 2016",5.0,Friends will love them,B00FTGTIOE
1662,"11 5, 2016",5.0,Who doesn't like Starbucks?,B00FTGTIOE
1663,"09 20, 2016",5.0,My wife absolutely loves starbucks.  This allows her to load funds on her app on the phone.,B00FTGTIOE
1664,"05 18, 2016",5.0,Starbucks are everywhere!,B00FTGTIOE
1665,"04 24, 2016",5.0,,B00FTGTIOE
1666,"03 22, 2016",4.0,arrived and worked as expected,B00FTGTIOE
1667,"03 2, 2016",5.0,"Hmm not sure how to comment for gift cards, except to say that I love being able to order online, it ships securely and easy to me, and I don't have to wait in line at a store.",B00FTGTIOE
1668,"01 6, 2016",5.0,GREAT,B00FTGTIOE
1669,"12 27, 2015",5.0,If you know any Starbucks addicts...this gift is most appreciated at Christmas or anytime of the year.,B00FTGTIOE
1670,"12 22, 2015",5.0,"easier than a trip to the store. I buy these and keep them on hand for teacher gifts, etc.",B00FTGTIOE
1671,"11 14, 2015",5.0,Great for gift giving!,B00FTGTIOE
1672,"10 26, 2015",5.0,bought for christmas gifts,B00FTGTIOE
1673,"01 6, 2015",5.0,Who doesn't love Starbucks gift cards?  :-),B00FTGTIOE
1674,"12 12, 2014",5.0,I like these multiple packs to add to Christmas gifts for my coffee loving daughter and friends.  Helps me fill out where I am lacking or have forgotten someone on the list.,B00FTGTIOE
1675,"11 18, 2014",5.0,These were brought as a gift for my sister who goes there all the time.,B00FTGTIOE
1676,"09 23, 2014",5.0,Great for a gift or for yourself!!,B00FTGTIOE
1677,"05 17, 2014",5.0,"This is an original gift to give with Starbux multiple cards.  The receiver can keep some in the car, their wallet or give them to family members. I like to give some to the mail lady for delivering all of those Amazon packages in the snow and ice.",B00FTGTIOE
1678,"12 6, 2014",5.0,These were for the grandchildren and they lover themChristmas giftsstocking stuffers.,B00FTGSBBA
1679,"11 9, 2017",5.0,Great gift,B00FTGSBBA
1680,"07 19, 2017",5.0,Got these,B00FTGSBBA
1681,"02 9, 2017",5.0,Discounted gift cards! What's not to like? The 3 pack of smaller increments was great for stockings!,B00FTGSBBA
1682,"01 12, 2016",5.0,My friend loved this Christmas gift!,B00FTGTV4Q
1683,"12 30, 2015",5.0,"So happy to know I can get my gift cards from Amazon.  I may never leave the house!  I always get this for my son and daughter in law for Christmas.  Sometimes it's a hassle finding a store that carries the movie and restaurant card.  So, I was very happy to see this.  Came really fast (like two days or less) and looks great.  I will continue buying through Amazon.",B00FTGTV4Q
1684,"03 22, 2016",4.0,arrived and worked as expected,B00FTGSBBA
1685,"07 11, 2017",5.0,Great price.,B00FTGTV4Q
1686,"01 25, 2017",5.0,Works as advertised,B00FTGTV4Q
1687,"01 20, 2017",5.0,Great deal during the holidays when you can get it for $40 You can upload the $25 movie gift card to Samsung Pay but you will not be able to upload the $25 chilis card so you will have to carry it with you when you go there.,B00FTGTV4Q
1688,"04 14, 2018",4.0,was gift,B00FTJI60I
1689,"04 7, 2018",5.0,It was a gift.,B00FTJI60I
1690,"01 23, 2018",5.0,gave as gift,B00FTJI60I
1691,"01 8, 2018",5.0,great,B00FTJI60I
1692,"01 2, 2018",5.0,great for gifts,B00FTJI60I
1693,"10 13, 2017",5.0,this where gift for my nephews  birthdays they are twin!,B00FTJI60I
1694,"08 2, 2017",1.0,"Several of our Subway gift cards did not work today, the appear not to have been activated.",B00FTJI60I
1695,"07 26, 2017",5.0,"I like subway, who doesn't? these will make good gifts for my friends!",B00FTJI60I
1696,"06 25, 2017",5.0,good,B00FTJI60I
1697,"03 10, 2017",5.0,Got these as gifts for my children and they loved them. Shipping was quick!,B00FTJI60I
1698,"01 26, 2017",5.0,GREAT FOR CHRISTMAS!,B00FTJI60I
1699,"01 21, 2017",5.0,Awesome,B00FTJI60I
1700,"01 15, 2017",5.0,Pleased with purchase of card,B00FTJI60I
1701,"01 11, 2017",5.0,Perfect,B00FTJI60I
1702,"01 4, 2017",5.0,"Item as described, arrived on time.",B00FTJI60I
1703,"11 18, 2016",5.0,what can you say --- it's Subway and gets to fast when you order it.,B00FTJI60I
1704,"11 1, 2016",5.0,Who can go wrong with a food gift card?  Will be given as gifts.,B00FTJI60I
1705,"08 30, 2016",5.0,I try to keep many of these on hand as gifts. Fast delivery,B00FTJI60I
1706,"08 11, 2016",5.0,"My husband often forgets his cash and his bagged lunch.  As a diabetic, he must eat at lunch time.  I give him a pack of Subway $10 cards periodically so he never has to worry about not eating something that's balanced and not junk food.  He can store one in his desk drawer and have one in his wallet, too.  Their veggie subs are very good, btw.",B00FTJI60I
1707,"06 3, 2016",5.0,Easy way to order from a favorite restaurant.  Will order this again.,B00FTJI60I
1708,"05 18, 2016",5.0,Great for gitfts!,B00FTJI60I
1709,"04 25, 2016",3.0,Wish there was an email delivery option.,B00FTJI60I
1710,"04 18, 2016",5.0,Great gift,B00FTJI60I
1711,"03 22, 2016",4.0,arrived and worked as expected,B00FTJI60I
1712,"03 10, 2016",5.0,They are gift cards.,B00FTJI60I
1713,"03 2, 2016",5.0,"Hmm not sure how to comment for gift cards, except to say that I love being able to order online, it ships securely and easy to me, and I don't have to wait in line at a store.",B00FTJI60I
1714,"01 4, 2016",5.0,Its a gift card.,B00FTJI60I
1715,"11 21, 2015",5.0,Great gift . Came quickly,B00FTJI60I
1716,"10 26, 2015",5.0,bought for christmas,B00FTJI60I
1717,"09 30, 2015",5.0,These subway cards are great.  So glad you offer these in a great gift card selection you have !!!!!!!,B00FTJI60I
1718,"04 22, 2015",5.0,Eat fresh food I select subway gift card which offers healthier food than McDonald's fried food.,B00FTJI60I
1719,"02 9, 2015",5.0,Was a gift for a Subway lover.,B00FTJI60I
1720,"01 22, 2015",5.0,"Perfect gift.  I liked that there are 3- $10 in the packs, I was able to give more away that way.",B00FTJI60I
1721,"07 11, 2014",5.0,Great for gift giving!,B00FTJI60I
1722,"02 5, 2014",5.0,We like to eat healthy and the 3 pack gift cards let me spread the healthy eating option with my family a bit easier.,B00FTJI60I
1723,"01 6, 2014",5.0,Purchased as a stocking stuffer for my grandson - he loves them as he can get something healthy for either lunch or breakfast when he is out and about during his busy day.,B00FTJI60I
1724,"12 30, 2013",5.0,Like having the 3 pack to divide up little gifts. They are great for anyone. Who does not like a sub or a wrap or a salad? There is always something for everyone at subway and the cards made it very easy.,B00FTJI60I
1725,"01 9, 2018",5.0,good eats,B00G08KW2C
1726,"12 7, 2017",5.0,works good,B00G08KW2C
1727,"06 20, 2016",5.0,worked,B00G08KW2C
1728,"02 22, 2016",5.0,Very happy with purchase!,B00G08KW2C
1729,"04 11, 2015",5.0,very good,B00G08KW2C
1730,"12 28, 2016",5.0,all good,B00GDHVSYG
1731,"12 27, 2016",5.0,gift,B00GDHVSYG
1732,"02 5, 2016",5.0,My 12 year old granddaughter was thrilled when she received this as one of her Christmas gifts.,B00GDHVSYG
1733,"12 29, 2015",5.0,Granddaughter was thrilled. Its her favorite store to buy jeans. kathy,B00GDHVSYG
1734,"12 20, 2015",5.0,Great gift idea,B00GDHVSYG
1735,"11 17, 2015",4.0,Good Product;,B00GDHVSYG
1736,"10 20, 2015",5.0,Holiday wish list item.  Loved by receiver,B00GDHVSYG
1737,"01 15, 2015",5.0,great,B00GDHVSYG
